r_1,a_0,a_1,logReturn
-4.55449555913000e-02,0.00000000000000e+00,1.00000000000000e+00,-4.66147355020398e-02
2.07378261190000e-03,0.00000000000000e+00,1.00000000000000e+00,2.07163529294191e-03
3.72681784349000e-02,0.00000000000000e+00,1.00000000000000e+00,3.65905056833424e-02
-1.99701434052000e-03,0.00000000000000e+00,1.00000000000000e+00,-1.99901103238252e-03
-8.00027706587000e-03,2.00000000000000e+00,-1.00000000000000e+00,7.96844451607365e-03
1.41143446536000e-02,0.00000000000000e+00,1.00000000000000e+00,1.40156647419639e-02
7.95255261335000e-03,0.00000000000000e+00,1.00000000000000e+00,7.92109772122170e-03
5.91642824672000e-03,0.00000000000000e+00,1.00000000000000e+00,5.89899491336894e-03
1.95992822393000e-03,0.00000000000000e+00,1.00000000000000e+00,1.95801007049496e-03
3.91403056193000e-03,2.00000000000000e+00,-1.00000000000000e+00,-3.92171042558045e-03
-1.36447800190000e-02,2.00000000000000e+00,-1.00000000000000e+00,1.35525282310441e-02
5.92812669485000e-03,0.00000000000000e+00,1.00000000000000e+00,5.91062448793185e-03
5.89485517556000e-03,0.00000000000000e+00,1.00000000000000e+00,5.87754849705893e-03
4.68745720616000e-02,0.00000000000000e+00,1.00000000000000e+00,4.58091272542315e-02
-1.11942395011000e-02,0.00000000000000e+00,1.00000000000000e+00,-1.12573665484109e-02
-9.43340107625000e-03,0.00000000000000e+00,1.00000000000000e+00,-9.47817742215665e-03
-7.61930712060000e-03,0.00000000000000e+00,1.00000000000000e+00,-7.64848233217777e-03
-1.91943360822000e-02,0.00000000000000e+00,1.00000000000000e+00,-1.93809390230224e-02
5.87178253225000e-03,0.00000000000000e+00,1.00000000000000e+00,5.85461080351290e-03
1.55628985683000e-02,0.00000000000000e+00,1.00000000000000e+00,1.54430386414125e-02
-1.34095316805000e-02,2.00000000000000e+00,-1.00000000000000e+00,1.33204196602985e-02
5.82635868572000e-03,2.00000000000000e+00,-1.00000000000000e+00,-5.84339813100252e-03
1.92965840086000e-03,0.00000000000000e+00,1.00000000000000e+00,1.92779900170711e-03
2.69756998744000e-02,0.00000000000000e+00,1.00000000000000e+00,2.66182693952133e-02
-3.75247176332000e-03,0.00000000000000e+00,1.00000000000000e+00,-3.75952994811262e-03
-3.76642861004000e-03,0.00000000000000e+00,1.00000000000000e+00,-3.77353946290575e-03
-1.13425383973000e-02,0.00000000000000e+00,1.00000000000000e+00,-1.14073555796309e-02
4.20644683445000e-02,0.00000000000000e+00,1.00000000000000e+00,4.12038112296973e-02
-5.50391480251000e-03,0.00000000000000e+00,1.00000000000000e+00,-5.51911714885952e-03
-1.10704874515000e-02,0.00000000000000e+00,1.00000000000000e+00,-1.11322213366649e-02
-1.86485793649000e-03,0.00000000000000e+00,1.00000000000000e+00,-1.86659894888225e-03
7.47512761845000e-03,0.00000000000000e+00,1.00000000000000e+00,7.44732730662140e-03
-1.11303700421000e-02,0.00000000000000e+00,1.00000000000000e+00,-1.11927761112438e-02
-3.75247176332000e-03,0.00000000000000e+00,1.00000000000000e+00,-3.75952994811262e-03
-1.50662461462000e-02,0.00000000000000e+00,1.00000000000000e+00,-1.51808950425265e-02
3.82422252325000e-03,0.00000000000000e+00,1.00000000000000e+00,3.81692877366341e-03
-1.71425447166000e-02,2.00000000000000e+00,-1.00000000000000e+00,1.69972692078779e-02
-1.93896182465000e-03,2.00000000000000e+00,-1.00000000000000e+00,1.93708446453255e-03
1.94272870144000e-03,2.00000000000000e+00,-1.00000000000000e+00,-1.94461824648920e-03
1.93713794935000e-03,0.00000000000000e+00,1.00000000000000e+00,1.93526411715668e-03
1.16058172530000e-02,0.00000000000000e+00,1.00000000000000e+00,1.15389863437975e-02
-1.91301099401000e-03,0.00000000000000e+00,1.00000000000000e+00,-1.91484313652030e-03
-1.53244063861000e-02,0.00000000000000e+00,1.00000000000000e+00,-1.54430386414187e-02
7.78236477033000e-03,0.00000000000000e+00,1.00000000000000e+00,7.75223837175395e-03
-2.31666201255000e-02,0.00000000000000e+00,1.00000000000000e+00,-2.34391840888228e-02
-1.18581133109000e-02,0.00000000000000e+00,1.00000000000000e+00,-1.19289815359890e-02
-4.60004637842000e-02,0.00000000000000e+00,1.00000000000000e+00,-4.70920936809288e-02
2.09650968427000e-02,0.00000000000000e+00,1.00000000000000e+00,2.07483533314996e-02
-1.02663273738000e-02,0.00000000000000e+00,1.00000000000000e+00,-1.03193895945062e-02
0.00000000000000e+00,2.00000000000000e+00,-1.00000000000000e+00,0.00000000000000e+00
-8.29903550852000e-03,2.00000000000000e+00,-1.00000000000000e+00,8.26478786447749e-03
-2.71963977551000e-02,0.00000000000000e+00,1.00000000000000e+00,-2.75730648115271e-02
1.93542785427000e-02,0.00000000000000e+00,1.00000000000000e+00,1.91693665766735e-02
-4.21935566621000e-03,0.00000000000000e+00,1.00000000000000e+00,-4.22828226584364e-03
4.23723406376000e-03,0.00000000000000e+00,1.00000000000000e+00,4.22828226583762e-03
-2.10878436454000e-03,0.00000000000000e+00,1.00000000000000e+00,-2.11101098114161e-03
1.05701830308000e-02,0.00000000000000e+00,1.00000000000000e+00,1.05147092159919e-02
4.18424293496000e-03,0.00000000000000e+00,1.00000000000000e+00,4.17551333320146e-03
-1.04160396619000e-02,0.00000000000000e+00,1.00000000000000e+00,-1.04706662626793e-02
2.10513510311000e-02,0.00000000000000e+00,1.00000000000000e+00,2.08328327572565e-02
8.24770754713000e-03,0.00000000000000e+00,1.00000000000000e+00,8.21388107386834e-03
1.84043837337000e-02,0.00000000000000e+00,1.00000000000000e+00,1.82370727821370e-02
4.01620390493000e-03,0.00000000000000e+00,1.00000000000000e+00,4.00816048683950e-03
1.20004155988000e-02,0.00000000000000e+00,1.00000000000000e+00,1.19289815359405e-02
5.92812669485000e-03,0.00000000000000e+00,1.00000000000000e+00,5.91062448793185e-03
0.00000000000000e+00,0.00000000000000e+00,1.00000000000000e+00,0.00000000000000e+00
9.82426556986000e-03,0.00000000000000e+00,1.00000000000000e+00,9.77632122908437e-03
-1.16733640583000e-02,0.00000000000000e+00,1.00000000000000e+00,-1.17420326916004e-02
-3.93714207799000e-03,0.00000000000000e+00,1.00000000000000e+00,-3.94491302545018e-03
-3.95270443695000e-03,0.00000000000000e+00,1.00000000000000e+00,-3.96053701986939e-03
-1.98326150445000e-03,0.00000000000000e+00,1.00000000000000e+00,-1.98523077169295e-03
1.78921207724000e-02,0.00000000000000e+00,1.00000000000000e+00,1.77339407765842e-02
0.00000000000000e+00,0.00000000000000e+00,1.00000000000000e+00,0.00000000000000e+00
2.53905693536000e-02,0.00000000000000e+00,1.00000000000000e+00,2.50735832836254e-02
3.80965356030000e-03,0.00000000000000e+00,1.00000000000000e+00,3.80241520809366e-03
5.69189986914000e-03,0.00000000000000e+00,1.00000000000000e+00,5.67576221406647e-03
-3.77371557031000e-03,0.00000000000000e+00,1.00000000000000e+00,-3.78085399950616e-03
-1.13640313329000e-02,0.00000000000000e+00,1.00000000000000e+00,-1.14290953328428e-02
-5.74642703058000e-03,0.00000000000000e+00,1.00000000000000e+00,-5.76300126798552e-03
1.92775532467000e-03,0.00000000000000e+00,1.00000000000000e+00,1.92589958892760e-03
-3.84628262359000e-03,0.00000000000000e+00,1.00000000000000e+00,-3.85369859064466e-03
-9.65356082021000e-03,0.00000000000000e+00,1.00000000000000e+00,-9.70045850227636e-03
-7.79754130886000e-03,0.00000000000000e+00,1.00000000000000e+00,-7.82810109856522e-03
-2.55402430828000e-02,0.00000000000000e+00,1.00000000000000e+00,-2.58720570214531e-02
8.06479768181000e-03,0.00000000000000e+00,1.00000000000000e+00,8.03245099758078e-03
-2.00005044406000e-02,0.00000000000000e+00,1.00000000000000e+00,-2.02032220529580e-02
2.24505368903000e-02,0.00000000000000e+00,1.00000000000000e+00,2.22022330853141e-02
-1.99701434052000e-03,0.00000000000000e+00,1.00000000000000e+00,-1.99901103238252e-03
1.79996822777000e-02,0.00000000000000e+00,1.00000000000000e+00,1.78396060238619e-02
0.00000000000000e+00,0.00000000000000e+00,1.00000000000000e+00,0.00000000000000e+00
-3.53626596924000e-02,0.00000000000000e+00,1.00000000000000e+00,-3.60030614313579e-02
2.03577099388000e-03,0.00000000000000e+00,1.00000000000000e+00,2.03370162014839e-03
1.62605405056000e-02,0.00000000000000e+00,1.00000000000000e+00,1.61297537873249e-02
-1.99912814598000e-03,0.00000000000000e+00,1.00000000000000e+00,-2.00112906983224e-03
6.01128400596000e-03,0.00000000000000e+00,1.00000000000000e+00,5.99328832036641e-03
-8.95639125710000e-03,0.00000000000000e+00,1.00000000000000e+00,-8.99674083435751e-03
-6.03731082683000e-03,0.00000000000000e+00,1.00000000000000e+00,-6.05560907314645e-03
1.01227947204000e-02,0.00000000000000e+00,1.00000000000000e+00,1.00719023941378e-02
